ID,dataset,sample_id,date,year,season,basin,lake_region,port,depth_m,depth_g,compartment,sci_name,species,species_group,length_mm,mass_g,d15n,d13c,d13c_norm,cn,trophic
1250,csmi_2015,6-alel-3-3,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Alosa pseudoharengus,alewife,alewife lg,104.12439121620187,9.844280955473005,9.758925679793322,-25.33333895284563,-24.178329501049788,4.25632183908046,consumer
1251,csmi_2015,cmu-6-ales-3-1,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Alosa pseudoharengus,alewife,alewife sm,58.25617741747803,1.694284010154587,7.586625000000001,-24.603500000000004,-23.693576786769054,4.069711538461538,consumer
1252,csmi_2015,cmu-6-ales-3-2,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Alosa pseudoharengus,alewife,alewife sm,77.53130245576529,4.0282419859086245,7.855625,-25.0725,-24.10172978451035,4.114497115625784,consumer
1253,csmi_2015,6-ales-3-3,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Alosa pseudoharengus,alewife,alewife sm,84.16014027778262,5.165026399068181,8.058974672745073,-24.58434952970748,-23.460844745018488,4.231381055676066,consumer
1254,csmi_2015,6-byt-3-1,NA,2015,fall,north,nw,sturgeon bay,18,ns,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,7.3483663716739915,-24.66631581272899,-24.129026704116452,4.591589010572305,consumer
1255,csmi_2015,6-byt-3-2,NA,2015,fall,north,nw,sturgeon bay,18,ns,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,7.190212898014711,-26.088461555498824,-24.687540821934,5.401014876669604,consumer
1256,csmi_2015,cmu-6-lwf-3-1,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Coregonus clupeaformis,lake whitefish,lake whitefish,115.09434586929979,15.822218068227583,9.18975,-21.246875,-20.620949074074073,3.872950819672131,consumer
1257,csmi_2015,cmu-6-lwf-3-2,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Coregonus clupeaformis,lake whitefish,lake whitefish,108.63115167035333,13.226915826464518,8.952750000000002,-22.247875,-21.932275826446283,3.6786102062975026,consumer
1258,csmi_2015,6-lwf-3-3,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Coregonus clupeaformis,lake whitefish,lake whitefish,114.32628350020396,15.497186723340754,10.191499938603995,-20.90792283650488,-20.366669971722605,3.8179166666666666,consumer
1259,csmi_2015,5688,NA,2015,fall,north,nw,sturgeon bay,18,ns,benthic inverts,Oligochaeta,oligochaete,oligochaete,NA,0.001,5.5403784752709075,-18.44568563203084,-16.975978006173822,4.325389719803553,consumer
1260,csmi_2015,5682,NA,2015,fall,north,nw,sturgeon bay,18,ns,pom,POM,pom,pom,NA,NA,0.1338844463459784,-22.873453811912324,-22.873453811912324,12.903378670729172,b1
1261,csmi_2015,5688,NA,2015,fall,north,nw,sturgeon bay,18,ns,pom,POM,pom,pom,NA,NA,2.913572597147019,-19.475722762536634,-19.475722762536634,9.996816401613435,b1
1262,csmi_2015,cmu-6-ras-3-1,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Osmerus mordax,rainbow smelt,rainbow smelt,59.57003165092006,1.6995166418652299,9.07777777777778,-23.554666666666673,-22.77825191021968,3.9747813707545254,consumer
1263,csmi_2015,6-ras-3-2,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Osmerus mordax,rainbow smelt,rainbow smelt,75.49743811622932,3.229953738286976,9.312538279140787,-23.653454885620064,-22.888749003267122,3.966666666666667,consumer
1264,csmi_2015,6-ras-3-3,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Osmerus mordax,rainbow smelt,rainbow smelt,65.80661823035352,2.225925082865519,9.390153012831918,-23.83943591140219,-22.954888062411847,4.0513211382113825,consumer
1265,csmi_2015,cmu-6-rog-3-1,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Neogobius melanostomus,round goby,round goby lg,90.88018903223924,6.852088647164462,9.268714285714289,-19.750857142857146,-19.175197318810223,3.8400900900900905,consumer
1266,csmi_2015,cmu-6-rog-3-2,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Neogobius melanostomus,round goby,round goby sm,65.46917809378337,2.570101632381325,8.378714285714288,-19.745857142857144,-18.836443861103437,4.069340329835082,consumer
1267,csmi_2015,cmu-6-rog-3-3,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Neogobius melanostomus,round goby,round goby lg,83.43573911186819,5.306923548795434,9.062750000000001,-21.597875,-21.13653152724968,3.7673942701227836,consumer
1268,csmi_2015,153-5686,NA,2015,fall,north,nw,sturgeon bay,18,ns,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,5.936426924400731,-27.333196125708366,-25.131983730003572,6.455567488364609,consumer
1269,csmi_2015,cmu-6-alel-3-4,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,107.15784911414437,10.73921860995189,8.389857142857144,-25.40314285714286,-24.035133235976293,4.432977913175933,consumer
1270,csmi_2015,6-alel-3-5,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,127.82943820665326,18.327007905224264,8.243765128383806,-27.393593240239106,-24.987637718188598,5.556852184320767,consumer
1271,csmi_2015,6-alel-3-6,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,77.67631210940372,4.051113884861826,9.33322810809238,-24.256042028566036,-23.425911836377566,4.012437810945274,consumer
1272,csmi_2015,cmu-6-ales-3-4,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Alosa pseudoharengus,alewife,alewife sm,84.44092858387576,5.217417512797205,7.885625000000001,-24.9185,-23.934893442622954,4.1240713224368495,consumer
1273,csmi_2015,cmu-6-ales-3-5,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Alosa pseudoharengus,alewife,alewife sm,60.402782012261085,1.890612536286867,8.051625,-25.346500000000002,-24.262084415584418,4.20083932853717,consumer
1274,csmi_2015,6-ales-3-6,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Alosa pseudoharengus,alewife,alewife sm,90.09604786308617,6.349775844074559,7.4569307541498375,-24.141414389730258,-23.34090124027548,3.9915874177029997,consumer
1275,csmi_2015,cmu-6-blos-3-4,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Coregonus hoyi,bloater,bloater sm,76.17674822602282,4.31351495791884,8.695714285714288,-23.108857142857143,-22.5789279431146,3.810675075916842,consumer
1276,csmi_2015,6-blos-3-6,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Coregonus hoyi,bloater,bloater sm,72.34814182229444,3.678159923242294,8.85256495852996,-23.81898085192821,-23.19522711314456,3.8715191618417424,consumer
1277,csmi_2015,6-blos-3-5,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Coregonus hoyi,bloater,bloater sm,67.49206158927664,2.967500664900514,8.620355919635118,-23.942672366858893,-23.332254171701152,3.862753036437247,consumer
1278,csmi_2015,6-byt-3-4,NA,2015,fall,north,nw,sturgeon bay,46,NA,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,7.384942446401411,-25.557969524799365,-24.48516225689763,5.061990509268749,consumer
1279,csmi_2015,6-byt-3-5,NA,2015,fall,north,nw,sturgeon bay,46,NA,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,7.191427003236378,-26.060775280647626,-24.728559956810347,5.326317810625914,consumer
1280,csmi_2015,6-byt-3-5,NA,2015,fall,north,nw,sturgeon bay,46,NA,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,7.317810548089086,-25.984436213832286,-24.76058477135297,5.21261340170937,consumer
1281,csmi_2015,5696,NA,2015,fall,north,nw,sturgeon bay,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,3.9634857161435155,-28.34296527647041,-26.546647422346883,5.612521107453438,consumer
1282,csmi_2015,5696,NA,2015,fall,north,nw,sturgeon bay,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,4.244199349954739,-27.083740105720434,-25.32897668223166,4.135372954628073,consumer
1283,csmi_2015,5696,NA,2015,fall,north,nw,sturgeon bay,46,NA,benthic inverts,Oligochaeta,oligochaete,oligochaete,NA,0.001,8.902248264003369,-21.25274460518792,-19.69040403321672,4.5432411223296505,consumer
1284,csmi_2015,5690,NA,2015,fall,north,nw,sturgeon bay,46,NA,pom,POM,pom,pom,NA,NA,-0.3649597304606745,-24.677966503374897,-24.677966503374897,7.960582219120011,b1
1285,csmi_2015,5696,NA,2015,fall,north,nw,sturgeon bay,46,NA,pom,POM,pom,pom,NA,NA,1.0940484813846179,-25.58185361203472,-25.58185361203472,9.658471669783761,b1
1286,csmi_2015,cmu-6-ras-3-4,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Osmerus mordax,rainbow smelt,rainbow smelt,53,1.2381908964286392,8.98477777777778,-23.732666666666674,-22.990019607843145,3.9514687100893995,consumer
1287,csmi_2015,cmu-6-rog-3-4,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Neogobius melanostomus,round goby,round goby lg,82.90766023088702,5.207125322530367,9.183200000000001,-27.832,-27.14809451627285,3.9115595416043845,consumer
1288,csmi_2015,cmu-6-rog-3-5,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Neogobius melanostomus,round goby,round goby sm,69.95425063884653,3.133243771876747,9.356750000000002,-20.663875,-20.09471073487032,3.8358843537414966,consumer
1289,csmi_2015,6-rog-3-6,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Neogobius melanostomus,round goby,round goby lg,77.04609432913945,4.182003365072022,10.251850595506673,-21.418148824421138,-20.70130173375808,3.93384030418251,consumer
1290,csmi_2015,cmu-6-smsl-3-4,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,52.554124177092454,1.707115418604843,11.610777777777777,-24.042666666666673,-22.976260416666673,4.186915887850467,consumer
1291,csmi_2015,6-smsl-3-5,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,48.014015605105676,1.2935995323408618,11.966659713623153,-23.013550991862004,-22.2098336177518,3.993832731648616,consumer
1292,csmi_2015,6-smsl-3-6,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,52.64529350487884,1.7162234131681777,11.592318705965752,-23.81384877425239,-22.801539885939352,4.145641497851443,consumer
1293,csmi_2015,cmu-6-smss-3-4,NA,2015,fall,north,nw,sturgeon bay,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin sm,31.633091752333087,0.35928148569820917,11.236857142857144,-23.903571428571432,-22.4092737094838,4.544816835541699,consumer
1294,csmi_2015,153-5690,NA,2015,fall,north,nw,sturgeon bay,46,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,4.0342970170769075,-25.895144911219024,-24.377081042839347,5.533323589379316,consumer
1295,csmi_2015,153-5694,NA,2015,fall,north,nw,sturgeon bay,46,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,5.169075214878981,-29.602130882311293,-26.175132314115828,9.20988054759877,consumer
1296,csmi_2015,63-5690,NA,2015,fall,north,nw,sturgeon bay,46,NA,zooplankton,Zooplankton63,zooplankton63,zooplankton63,NA,1e-7,2.4642857826505864,-25.624414479398155,-23.501302660394742,6.334859554149416,consumer
1297,csmi_2015,cmu-6-alel-3-11,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,155.00411369796888,32.86547922493364,11.04975,-28.834875,-25.50897020413621,7.167396860167944,consumer
1298,csmi_2015,cmu-6-alel-3-10,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,150.74426907701618,30.204361209653598,9.67475,-24.952875,-23.52912750501002,4.481652553246087,consumer
1299,csmi_2015,cmu-6-ales-3-10,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Alosa pseudoharengus,alewife,alewife sm,86.1596817946005,5.54589166446887,8.229625,-27.210500000000003,-24.89454717566729,5.4373191899710704,consumer
1300,csmi_2015,cmu-6-ales-3-11,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Alosa pseudoharengus,alewife,alewife sm,72.00941199840064,3.220249132382947,8.097625,-25.0115,-23.932827596803936,4.196389093588799,consumer
1301,csmi_2015,cmu-6-blol-3-10,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Coregonus hoyi,bloater,bloater lg,223.00334387246264,119.2016177338073,12.803799999999999,-25.403714285714287,-24.317679372996082,4.202095808383233,consumer
1302,csmi_2015,cmu-6-blos-3-10,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Coregonus hoyi,bloater,bloater sm,97.40742895354077,9.22039503978279,8.598857142857142,-23.27457142857143,-22.542993598883598,3.943886097152429,consumer
1303,csmi_2015,cmu-6-blos-3-11,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Coregonus hoyi,bloater,bloater sm,58.04971837417796,1.862697629579934,9.029714285714288,-22.892857142857146,-22.244969818913486,3.8874849578820694,consumer
1304,csmi_2015,6-blos-3-12,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Coregonus hoyi,bloater,bloater sm,83.85498881245151,5.803691478451958,9.020439025609782,-23.349561414117495,-22.485281319703645,4.036751361161525,consumer
1305,csmi_2015,6-byt-3-10,NA,2015,fall,north,nw,sturgeon bay,110,NA,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,7.288576571133802,-24.170066480861724,-23.714281050518288,4.527554504480647,consumer
1306,csmi_2015,6-byt-3-11,NA,2015,fall,north,nw,sturgeon bay,110,NA,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,7.383152881925319,-24.575547616617676,-24.04768623434325,4.5840894947921695,consumer
1307,csmi_2015,cmu-6-dws-3-10,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,29.694329474388052,0.2958746215637096,13.2728,-24.9768,-23.74510781961109,4.318274629913222,consumer
1308,csmi_2015,cmu-6-dws-3-11,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,66.57323646494235,3.528011476141933,12.485833333333336,-25.8,-24.721998031496064,4.195870206489675,consumer
1309,csmi_2015,5704,NA,2015,fall,north,nw,sturgeon bay,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,8.389595430766539,-26.74033882746736,-24.99690764616094,3.842225591989352,consumer
1310,csmi_2015,5704,NA,2015,fall,north,nw,sturgeon bay,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,7.478118508176359,-26.197466245812535,-24.47194985970072,3.72655133537113,consumer
1311,csmi_2015,5704,NA,2015,fall,north,nw,sturgeon bay,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,8.00324099118346,-25.098298633280894,-23.40905477838262,3.8425247049474534,consumer
1312,csmi_2015,6-mys-3-10,NA,2015,fall,north,nw,sturgeon bay,110,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,7.460127382371564,-26.467149163238282,-24.75119873527528,5.772188887617562,consumer
1313,csmi_2015,6-mys-3-11,NA,2015,fall,north,nw,sturgeon bay,110,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,9.238827324464427,-24.32905944015694,-24.29785370077146,4.220907386647297,consumer
1314,csmi_2015,5698,NA,2015,fall,north,nw,sturgeon bay,110,NA,pom,POM,pom,pom,NA,NA,-0.2531547130928454,-25.25110403107174,-25.25110403107174,8.96424336688107,b1
1315,csmi_2015,5702,NA,2015,fall,north,nw,sturgeon bay,110,NA,pom,POM,pom,pom,NA,NA,0.11515444096383139,-26.132779711614674,-26.132779711614674,7.751492100377247,b1
1316,csmi_2015,5704,NA,2015,fall,north,nw,sturgeon bay,110,NA,pom,POM,pom,pom,NA,NA,3.150643811567545,-24.313967206137278,-24.313967206137278,10.027442822393146,b1
1317,csmi_2015,cmu-6-rog-3-10,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Neogobius melanostomus,round goby,round goby lg,98.2389965349469,8.64826350944416,9.755777777777777,-21.113666666666674,-20.645609586534952,3.771587414241779,consumer
1318,csmi_2015,6-rog-3-12,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Neogobius melanostomus,round goby,round goby lg,94.87785594317606,7.793327680920819,9.456710553230394,-21.96969131722682,-21.290048753545634,3.908694654737325,consumer
1319,csmi_2015,6-rog-3-11,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Neogobius melanostomus,round goby,round goby lg,99.0445310328885,8.862029573082449,9.40845932436913,-21.8155838560017,-21.128974491604506,3.9133788568538193,consumer
1320,csmi_2015,cmu-6-smsl-3-10,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,89.28559601200439,8.68758174849267,12.247777777777777,-25.129666666666676,-23.828148861646245,4.376277372262774,consumer
1321,csmi_2015,6-smsl-3-12,NA,2015,fall,north,nw,sturgeon bay,110,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,66.1773886931435,3.464005337955074,12.273759843229495,-24.35894955970706,-23.520239882287704,4.018518518518519,consumer
1322,csmi_2015,153-5698,NA,2015,fall,north,nw,sturgeon bay,110,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,7.757390845429015,-31.966321160190006,-28.81796025827665,8.39563134499246,consumer
1323,csmi_2015,153-5702,NA,2015,fall,north,nw,sturgeon bay,110,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,6.0476911746923,-29.410978829076598,-26.476222889921413,7.862728385101867,consumer
1324,csmi_2015,63-5698,NA,2015,fall,north,nw,sturgeon bay,110,NA,zooplankton,Zooplankton63,zooplankton63,zooplankton63,NA,1e-7,2.6670399892692145,-25.64354226148672,-23.82409721912941,5.905518457008532,consumer
1325,csmi_2015,5705,NA,2015,fall,north,nw,sturgeon bay,272,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,7.984212339751584,-26.25893425483263,-24.531389424423153,3.6560169620516088,consumer
1326,csmi_2015,5705,NA,2015,fall,north,nw,sturgeon bay,272,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,8.17676715055887,-25.843001089164314,-24.12918205322189,3.5516908786710366,consumer
1327,csmi_2015,5705,NA,2015,fall,north,nw,sturgeon bay,272,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,7.132452673720879,-26.80162413108725,-25.05617053476137,3.621120910496578,consumer
1328,csmi_2015,5705,NA,2015,fall,north,nw,sturgeon bay,272,NA,benthic inverts,Oligochaeta,oligochaete,oligochaete,NA,0.001,11.051342728664906,-23.183098849146113,-21.55705658712429,4.509430632926007,consumer
1329,csmi_2015,153-5705,NA,2015,fall,north,nw,sturgeon bay,272,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,10.2839079632201,-31.655289713014945,-27.254850096353756,13.929538767012978,consumer
1330,csmi_2015,63-5705,NA,2015,fall,north,nw,sturgeon bay,272,NA,zooplankton,Zooplankton63,zooplankton63,zooplankton63,NA,1e-7,2.9237821416868797,-25.322484550120933,-23.38503383342901,6.065260993438141,consumer
1331,csmi_2015,7-mus-1-00c,NA,2015,spring,south,se,st joseph,0,ns,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,5.963993355621989,-30.566616587117323,-28.696918239742452,6.453344793493322,consumer
1332,csmi_2015,7-mus-1-00b,NA,2015,spring,south,se,st joseph,0,ns,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,6.314147704742375,-30.310615438126874,-28.449365128668685,6.358481730995893,consumer
1333,csmi_2015,7-mus-1-00a,NA,2015,spring,south,se,st joseph,0,ns,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,6.137849353591087,-28.410925218158205,-26.612364685958983,7.748122193222893,consumer
1334,csmi_2015,7-mys-1-0,NA,2015,spring,south,se,st joseph,0,ns,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,7.790693028215144,-25.431594940942475,-25.08009143596869,4.448182834456456,consumer
1335,csmi_2015,stj02a,NA,2015,spring,south,se,st joseph,2,ns,benthic inverts,Amphipoda,amphipod,amphipod,NA,0.005,2.719221705926428,-16.360680009045762,-14.959777568747251,4.980618771076202,consumer
1336,csmi_2015,stj08ha,NA,2015,spring,south,se,st joseph,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemimysis adult,NA,0.001,9.579226799126767,-24.330643096378996,-24.907650937182627,3.8476035817501626,consumer
1337,csmi_2015,stj03ha,NA,2015,spring,south,se,st joseph,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemimysis adult,NA,0.001,5.5523720568145905,-21.92570418183498,-21.40569464042435,4.577862228246251,consumer
1338,csmi_2015,stj08hj,NA,2015,spring,south,se,st joseph,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemiysis juv,NA,0.001,7.21884194540775,-26.365754789471925,-25.726629611761762,4.674189207613828,consumer
1339,csmi_2015,7-rog-1-20,NA,2015,spring,south,se,st joseph,2,ns,fishes,Neogobius melanostomus,round goby,round goby lg,94.8864522488564,7.795439128313702,8.805547144404084,-20.831037754511947,-20.383465548568036,3.7588222072375816,consumer
